user_id,segment_label,age,income_tier,usage_frequency,tech_savviness,price_sensitivity,feature_adoption_rate,subscription_tier,churn_risk_baseline,engagement_score,satisfaction_score,name,email,locale,country
u_000013,enterprise_user,50,high,daily,3.6,2.9,0.47,premium,0.01,62.1,77.5,Mark Maynard,imartinez@example.net,my_MM,Luxembourg
u_000014,price_sensitive,40,mid,daily,2.4,7.4,0.31,free,0.2401,64.3,41.6,Shannon Roberts,lopezann@example.org,kok_IN,Serbia
u_000015,early_adopter,38,mid,daily,10.0,3.5,0.789,free,0.1478,94.9,100.0,Jason Green,tiffanycoleman@example.net,cy_GB,Kenya
u_000016,enterprise_user,39,mid,daily,4.2,3.8,0.569,premium,0.1003,67.7,71.7,Melvin Cruz,timothysimmons@example.com,uk_UA,Timor-Leste
u_000017,power_user,34,mid,daily,9.2,1.6,0.79,premium,0.173,76.1,67.9,Mr. Billy Bowers,david44@example.com,am_ET,Netherlands
u_000018,early_adopter,18,mid,weekly,8.8,1.0,0.784,premium,0.0384,82.0,77.2,Raven Bowman,qowens@example.org,mi_NZ,Belarus
u_000019,early_adopter,24,mid,daily,9.5,4.8,0.792,basic,0.115,83.9,70.3,Katie Schmidt,sharon78@example.net,ln_CD,Poland
u_000020,price_sensitive,38,mid,weekly,6.9,9.8,0.193,basic,0.3428,46.7,27.0,Lance Wilson,fwilliams@example.com,aa_DJ,Finland
u_000021,early_adopter,27,mid,occasional,9.6,3.1,0.842,free,0.1014,91.2,85.6,Michael Kennedy,solson@example.com,sq_ML,Estonia
u_000022,enterprise_user,43,mid,daily,5.3,1.0,0.685,premium,0.0699,59.1,54.0,Autumn Edwards,thomas94@example.org,wa_BE,Trinidad and Tobago
u_000023,price_sensitive,28,low,occasional,3.3,9.3,0.166,free,0.416,50.9,52.8,Claire Warren,mitchelldanielle@example.org,it_CH,Faroe Islands
u_000024,power_user,30,high,occasional,8.2,4.1,0.716,premium,0.0934,96.2,84.8,Roger Acosta,robertortiz@example.org,as_IN,Estonia
u_000025,enterprise_user,47,high,daily,8.3,1.6,0.17,premium,0.0702,80.7,82.4,Nicole Galvan,cgray@example.com,ln_CD,Burundi
u_000026,enterprise_user,48,high,weekly,9.9,4.3,0.351,basic,0.1273,44.8,83.6,Carol Smith,oliviabrooks@example.org,mt_MT,Togo
u_000027,casual_browser,43,low,daily,5.3,8.4,0.264,free,0.1984,31.3,46.1,Jordan Rivera,michelle18@example.org,fa_IR,Central African Republic
u_000028,power_user,31,mid,daily,8.9,1.9,0.707,basic,0.0493,85.7,79.8,Allison Hill,donaldgarcia@example.net,si_LK,Nauru
u_000029,price_sensitive,39,low,occasional,6.2,6.4,0.259,free,0.1474,51.2,31.0,Kevin Lopez,john03@example.net,br_FR,Serbia
u_000030,power_user,34,high,daily,8.8,3.2,0.937,premium,0.0361,80.7,73.0,Kelly Ferrell,bakereric@example.net,mhr_RU,Denmark
u_000031,casual_browser,21,low,occasional,4.7,5.8,0.406,basic,0.0991,40.4,69.0,James Harris,hlawrence@example.org,ff_SN,Central African Republic
u_000032,casual_browser,26,low,weekly,4.8,2.5,0.368,premium,0.1134,46.1,35.6,Allison Alexander,carolynroberts@example.org,dz_BT,Azerbaijan
u_000033,enterprise_user,34,mid,daily,7.0,2.4,0.46,basic,0.1101,80.7,83.9,Lee Rogers,pferguson@example.org,tig_ER,Dominican Republic
u_000034,casual_browser,32,mid,weekly,5.5,4.3,0.289,free,0.3684,45.7,47.4,Joshua Ramos DDS,jessicalewis@example.com,or_IN,American Samoa
u_000035,power_user,37,mid,daily,9.4,2.8,0.699,premium,0.119,86.1,86.9,Charles Turner,kthomas@example.com,ik_CA,French Southern Territories
u_000036,casual_browser,33,mid,occasional,4.7,6.6,0.534,free,0.3025,40.8,42.5,Ronald Wheeler,stephaniecoleman@example.net,nhn_MX,Germany
u_000037,casual_browser,40,mid,occasional,4.2,6.3,0.232,free,0.1757,39.3,27.7,Bonnie Brown,taylorcurtis@example.org,hi_IN,Saudi Arabia
u_000038,casual_browser,32,low,occasional,5.0,7.1,0.258,free,0.05,44.6,82.1,Nancy Lee,john66@example.net,ak_GH,Eritrea
u_000039,casual_browser,18,mid,weekly,5.3,8.2,0.406,basic,0.3358,60.9,44.7,Laura Gonzalez,melanie93@example.org,kw_GB,Liechtenstein
u_000040,casual_browser,32,mid,occasional,4.4,5.8,0.425,basic,0.289,38.6,58.9,Anthony Watson,glee@example.org,br_FR,Netherlands
u_000041,price_sensitive,18,low,occasional,7.4,7.7,0.123,free,0.2891,48.3,39.8,Randall Jackson,pjohnson@example.com,sid_ET,Saint Barthelemy
u_000042,casual_browser,32,mid,daily,5.2,4.6,0.34,free,0.1014,52.9,39.5,Tyler Cole,christophercook@example.com,mag_IN,Myanmar
u_000043,power_user,22,high,daily,7.9,2.7,0.731,basic,0.0816,100.0,71.6,Brian Bell,rwilliamson@example.net,ka_GE,Peru
u_000044,early_adopter,35,mid,daily,8.5,2.6,0.861,premium,0.1145,99.9,90.4,Tricia Johnson,grahamcindy@example.com,hu_HU,Faroe Islands
u_000045,enterprise_user,40,mid,weekly,5.4,1.7,0.312,premium,0.053,68.3,68.9,Debbie Brown,bakerryan@example.com,nhn_MX,Canada
u_000046,price_sensitive,34,low,weekly,3.1,10.0,0.442,basic,0.4383,20.6,31.7,Cheyenne Vasquez,jayscott@example.org,sd_PK,Qatar
u_000047,power_user,32,high,daily,9.0,4.6,0.664,premium,0.0279,89.8,64.0,Laura Woods,kenneth66@example.net,si_LK,Libyan Arab Jamahiriya
u_000048,casual_browser,38,mid,daily,7.0,7.1,0.33,basic,0.1161,62.1,41.9,Monica Anderson,kristenpetty@example.com,shs_CA,Malawi
u_000049,power_user,29,high,weekly,8.7,1.5,0.689,premium,0.1011,94.1,68.4,Robert Newman,hillchristopher@example.com,om_KE,Vanuatu
u_000050,price_sensitive,18,low,daily,3.1,8.0,0.308,free,0.4827,31.7,39.0,Amanda Park,jonesjeanne@example.org,mt_MT,Antarctica (the territory South of 60 deg S)
u_000051,early_adopter,25,mid,daily,9.2,4.5,0.996,premium,0.0596,69.2,80.9,Stephen Murphy,gentrylarry@example.com,yi_US,United States of America
u_000052,price_sensitive,35,mid,weekly,1.0,10.0,0.261,free,0.147,59.3,78.4,Ryan Jones,joseph00@example.com,xh_ZA,Ecuador
u_000053,enterprise_user,49,mid,daily,5.9,3.9,0.497,premium,0.0817,67.2,77.8,Kevin Serrano,gonzalesholly@example.net,bo_IN,United States Virgin Islands
u_000054,casual_browser,46,low,occasional,2.9,2.9,0.224,free,0.3481,75.0,56.1,Stephanie Lopez,barrytanya@example.org,ps_AF,United States Virgin Islands
u_000055,price_sensitive,43,mid,occasional,5.6,9.0,0.12,basic,0.3056,48.5,54.9,Jason Black,tranamanda@example.org,ak_GH,Belarus
u_000056,price_sensitive,33,low,daily,7.3,8.3,0.269,free,0.3065,61.2,48.3,Nathan Quinn,pross@example.com,sid_ET,Russian Federation
u_000057,early_adopter,22,mid,weekly,7.4,3.4,0.76,premium,0.1279,91.8,77.9,Joel Foster,owilliamson@example.com,raj_IN,Central African Republic
u_000058,casual_browser,19,mid,weekly,5.7,6.7,0.226,free,0.2087,53.8,81.8,Theresa King,taylorlisa@example.com,nds_DE,Bouvet Island (Bouvetoya)
u_000059,price_sensitive,19,mid,daily,5.5,9.8,0.107,free,0.2577,50.2,37.8,James Bonilla,jacobscharles@example.com,ro_RO,Guatemala
u_000060,enterprise_user,42,high,daily,6.8,4.1,0.563,premium,0.037,53.5,66.4,Randy Medina,leslie33@example.com,gl_ES,Estonia
u_000061,casual_browser,48,mid,weekly,3.7,7.8,0.285,free,0.3438,26.2,64.9,Eric Carlson,denisebennett@example.net,vi_VN,Slovakia (Slovak Republic)
u_000062,price_sensitive,42,low,occasional,6.0,7.7,0.357,free,0.414,56.9,31.1,Clayton Blankenship,tsullivan@example.org,hsb_DE,Pakistan
u_000063,enterprise_user,32,mid,daily,6.4,4.0,0.406,premium,0.0329,81.3,91.4,James Mccann,ssmith@example.org,pap_CW,Holy See (Vatican City State)
u_000064,casual_browser,20,mid,daily,5.6,7.6,0.263,basic,0.2419,43.4,76.1,Brian Kim,martin81@example.net,szl_PL,Montenegro
u_000065,enterprise_user,59,high,daily,7.2,2.0,0.271,premium,0.08,66.7,68.2,John Jones,qwheeler@example.net,gv_GB,Iraq
u_000066,price_sensitive,30,high,occasional,5.2,8.1,0.103,basic,0.4595,32.8,26.4,April Luna,wilsonrobert@example.org,ka_GE,Equatorial Guinea
u_000067,enterprise_user,48,high,daily,5.4,1.7,0.681,premium,0.0466,89.9,76.7,Krystal Wood,simsjimmy@example.net,sv_FI,Puerto Rico
u_000068,price_sensitive,19,mid,weekly,5.5,7.8,0.26,basic,0.5963,70.4,54.2,Denise Campbell,tanya65@example.com,bg_BG,Mozambique
u_000069,price_sensitive,32,low,occasional,6.1,9.6,0.378,free,0.4713,19.2,15.0,Christy Sweeney DDS,yjohnson@example.net,eu_FR,Luxembourg
u_000070,early_adopter,27,high,daily,9.3,5.3,0.942,premium,0.1561,100.0,68.1,Brandon Hamilton,donaldchen@example.com,oc_FR,Kazakhstan
u_000071,price_sensitive,31,low,weekly,5.2,7.1,0.256,free,0.214,27.9,57.7,Andrea Oneill,richard27@example.com,uk_UA,Slovakia (Slovak Republic)
u_000072,enterprise_user,49,mid,weekly,5.7,2.0,0.457,basic,0.01,69.0,79.2,Mr. Jon Warren,haileyhill@example.com,raj_IN,Isle of Man
u_000073,casual_browser,48,mid,weekly,3.3,7.0,0.209,free,0.2857,27.3,49.4,Stephanie Nguyen,snyderholly@example.net,as_IN,Tuvalu
u_000074,early_adopter,24,low,daily,8.5,3.5,0.943,premium,0.0533,100.0,100.0,Joel Patel,sheila29@example.org,ff_SN,Morocco
u_000075,power_user,22,mid,daily,6.7,5.3,0.702,premium,0.0812,90.3,62.7,Corey Murphy,rasmussenjoshua@example.net,ro_RO,Philippines
u_000076,casual_browser,34,mid,weekly,2.1,3.6,0.311,basic,0.2023,34.3,53.0,Michael Rogers,nguyenmary@example.com,sid_ET,Mali
u_000077,casual_browser,51,mid,weekly,5.9,5.4,0.446,free,0.1414,44.3,64.7,Victoria Peterson,samantha78@example.com,mg_MG,Latvia
u_000078,power_user,30,high,weekly,8.7,2.1,0.649,free,0.1528,68.0,69.5,Julie Pearson,howard96@example.net,pl_PL,Latvia
u_000079,price_sensitive,33,mid,occasional,7.4,8.4,0.102,free,0.3857,68.3,37.9,Tracy Wyatt,denniswilliams@example.com,fo_FO,Colombia
u_000080,early_adopter,27,mid,daily,9.6,3.6,0.993,basic,0.0308,88.8,86.8,Anne Scott,mcontreras@example.org,mk_MK,Ghana
u_000081,early_adopter,24,mid,daily,9.3,1.4,0.955,premium,0.1819,80.4,75.3,Madison Rodriguez,ivance@example.com,is_IS,Anguilla
u_000082,early_adopter,22,low,weekly,8.1,3.4,0.903,free,0.1406,89.3,65.2,Amy Arias PhD,travis98@example.org,lb_LU,Saint Pierre and Miquelon
u_000083,casual_browser,43,low,daily,3.9,3.7,0.121,free,0.2859,42.2,80.1,Mike Martin,raven43@example.net,hu_HU,Zambia
u_000084,early_adopter,25,high,daily,9.4,4.8,0.827,basic,0.1303,93.9,87.2,Robert Lynn,xneal@example.org,sw_KE,Lebanon
u_000085,casual_browser,30,low,weekly,9.1,1.0,0.293,premium,0.2753,30.2,77.1,Lauren Rojas,brianwhite@example.org,da_DK,United States of America
u_000086,casual_browser,41,low,daily,6.4,8.1,0.305,premium,0.1618,35.0,47.3,Bianca Good,navarroandrew@example.com,ga_IE,Hong Kong
u_000087,power_user,29,mid,daily,6.3,3.8,0.915,basic,0.036,76.6,65.6,Angela Bradshaw,julie33@example.net,ig_NG,Burundi
u_000088,enterprise_user,38,high,daily,5.0,3.5,0.629,premium,0.0596,97.6,56.2,Mark Evans,lori26@example.com,hy_AM,Lesotho
u_000089,price_sensitive,23,mid,weekly,6.6,9.4,0.115,premium,0.4077,27.3,19.5,Heather Trujillo,zacharyvasquez@example.net,ro_RO,Saint Lucia
u_000090,early_adopter,35,mid,daily,9.5,1.8,0.904,basic,0.1196,81.9,91.3,Michelle Johnson,margaret93@example.org,sw_KE,Kiribati
u_000091,early_adopter,26,high,daily,8.6,2.0,0.775,free,0.0864,95.9,61.6,Sarah Mcdonald,taylormichael@example.net,an_ES,Guyana
u_000092,casual_browser,37,mid,occasional,4.2,4.6,0.395,free,0.2226,44.2,48.9,Kristy Jones,ppineda@example.com,it_IT,Korea
u_000093,casual_browser,34,mid,weekly,4.8,5.0,0.26,free,0.3814,25.7,56.9,Brian Smith,jennifergreer@example.org,mr_IN,Guam
u_000094,casual_browser,27,mid,occasional,4.5,4.0,0.165,basic,0.1393,74.9,44.3,Lorraine Beck,wayne86@example.org,mn_MN,Saudi Arabia
u_000095,price_sensitive,28,low,weekly,3.7,9.6,0.2,free,0.6658,45.5,58.7,Jack Donovan,jamielove@example.org,kok_IN,Falkland Islands (Malvinas)
u_000096,price_sensitive,31,mid,occasional,6.1,8.4,0.22,free,0.1947,59.6,56.6,Kelli Smith,jwilliams@example.org,ff_SN,Estonia
u_000097,casual_browser,26,high,occasional,4.7,3.0,0.05,basic,0.2658,47.4,34.3,Barbara Leonard,housedaniel@example.com,te_IN,Chad
u_000098,power_user,23,high,daily,9.0,3.4,0.88,premium,0.0678,94.4,73.0,Alyssa Wilson,reyeskristina@example.org,wae_CH,South Georgia and the South Sandwich Islands
u_000099,price_sensitive,40,mid,occasional,4.1,10.0,0.311,free,0.3,50.2,38.4,Deanna Johnson MD,rickblack@example.net,nl_NL,Mozambique
u_000100,casual_browser,30,mid,occasional,4.9,7.7,0.269,free,0.2449,50.7,59.5,Daniel Hernandez,santosmichael@example.com,sr_ME,Tajikistan
u_000101,price_sensitive,20,mid,occasional,4.3,8.0,0.104,premium,0.2204,36.2,68.7,Samantha Smith,brandondavis@example.net,bem_ZM,Morocco
u_000102,price_sensitive,39,low,daily,6.4,8.1,0.253,free,0.4926,33.5,44.3,Kevin Cook,iblake@example.org,mai_IN,Christmas Island
u_000103,price_sensitive,32,low,daily,6.1,10.0,0.088,free,0.4465,50.6,40.4,Lauren Martin,ymcbride@example.net,ast_ES,Faroe Islands
u_000104,price_sensitive,27,mid,occasional,5.7,7.6,0.199,free,0.386,59.2,58.7,David Gomez,nancypatel@example.com,ast_ES,Libyan Arab Jamahiriya
u_000105,casual_browser,34,mid,weekly,7.3,4.6,0.148,free,0.0994,38.9,66.6,William Smith,mhanson@example.org,bn_BD,Cape Verde
u_000106,price_sensitive,44,mid,daily,7.0,9.0,0.255,free,0.3679,60.3,62.2,Tyler Sutton,rmatthews@example.com,gl_ES,Somalia
u_000107,enterprise_user,40,high,daily,8.1,4.8,0.575,premium,0.038,77.3,80.7,Timothy Hamilton,rlarsen@example.net,bho_IN,Argentina
u_000108,casual_browser,38,mid,weekly,6.8,7.4,0.453,basic,0.1929,39.6,75.5,Ronald Bishop,richardcarter@example.org,gd_GB,Turks and Caicos Islands
u_000109,early_adopter,20,mid,occasional,9.1,3.5,0.818,basic,0.2012,89.5,87.4,Matthew Martin,owenslaura@example.org,gez_ET,Jamaica
u_000110,early_adopter,21,mid,daily,9.1,3.7,0.916,premium,0.1311,70.6,77.1,Nicole Johnson,dixondonald@example.com,hr_HR,Estonia
u_000111,casual_browser,45,mid,weekly,5.2,7.5,0.151,basic,0.2748,32.1,65.0,Katherine Reid,karen28@example.net,cs_CZ,Christmas Island
u_000112,casual_browser,55,mid,occasional,6.7,4.6,0.368,basic,0.2766,64.7,57.5,Justin Lynch,tyler40@example.net,az_AZ,Yemen
u_000113,enterprise_user,42,high,daily,7.7,3.5,0.555,premium,0.0434,79.6,80.8,Eugene Parrish,dhutchinson@example.org,gl_ES,Moldova
u_000114,power_user,26,high,daily,7.4,2.2,0.773,premium,0.1238,93.6,74.0,Alexandria Ward,david96@example.com,si_LK,Serbia
u_000115,price_sensitive,26,mid,daily,5.8,9.2,0.245,free,0.2887,38.3,47.1,Jonathan Farmer,austin01@example.org,gd_GB,Angola
u_000116,enterprise_user,28,mid,daily,5.1,3.4,0.721,premium,0.0416,74.7,71.4,Tracy Burgess,johnrichardson@example.com,bo_IN,Northern Mariana Islands
u_000117,price_sensitive,42,mid,occasional,7.8,7.4,0.218,basic,0.4219,80.0,38.3,Ryan Adams,xhorne@example.org,ts_ZA,Niger
u_000118,enterprise_user,36,high,daily,7.4,3.2,0.368,premium,0.0368,71.7,68.1,Mary Potter,linlisa@example.org,gl_ES,Afghanistan
u_000119,price_sensitive,18,low,occasional,5.5,7.1,0.346,free,0.3576,58.4,23.1,Tabitha Silva,jennifer19@example.net,brx_IN,Jordan
u_000120,power_user,30,high,occasional,7.6,2.4,0.769,premium,0.0409,84.0,94.8,Michael Edwards,randy47@example.com,bo_CN,Kuwait
u_000121,power_user,33,high,daily,8.1,1.5,0.859,premium,0.1216,84.9,81.4,Amber Walker,ppowell@example.org,nr_ZA,Spain
u_000122,price_sensitive,25,low,daily,8.6,8.0,0.118,free,0.4994,26.9,67.6,Cassandra Anderson,hnewton@example.org,so_SO,Moldova
u_000123,price_sensitive,18,low,occasional,2.0,10.0,0.25,premium,0.2434,57.0,30.7,Eric Frost,pruittchristopher@example.net,gu_IN,Niger
u_000124,power_user,23,high,occasional,8.0,2.1,0.765,premium,0.0791,100.0,86.8,Robert Sutton,james92@example.net,si_LK,Algeria
u_000125,price_sensitive,25,low,occasional,3.1,8.9,0.419,free,0.5291,49.8,60.2,Mark Reynolds,yatesmadison@example.net,brx_IN,Gibraltar
u_000126,power_user,19,mid,daily,8.6,2.4,0.723,premium,0.1141,85.0,75.9,Janet Williams,dwalker@example.com,kl_GL,Czech Republic
u_000127,power_user,27,high,daily,8.4,1.0,0.868,free,0.1137,90.6,84.8,Maria Johnson,trevor19@example.net,lo_LA,Mongolia
u_000128,price_sensitive,31,low,weekly,6.0,8.9,0.333,free,0.3166,54.0,43.0,Carrie Saunders,ulewis@example.net,rw_RW,Russian Federation
u_000129,price_sensitive,22,low,occasional,4.7,8.6,0.404,free,0.2483,46.8,47.1,Alyssa Mullins,thomasowens@example.net,or_IN,Anguilla
u_000130,price_sensitive,27,low,weekly,4.6,7.9,0.327,free,0.2939,51.3,15.8,Harry Gamble,william01@example.com,fy_NL,Bangladesh
u_000131,power_user,33,high,daily,8.1,2.3,0.725,free,0.01,71.0,75.7,Matthew Cox,jacobserika@example.com,lzh_TW,Serbia
u_000132,price_sensitive,43,mid,daily,4.4,8.9,0.442,free,0.3726,60.0,65.7,Herbert Ryan,robert72@example.net,lv_LV,Haiti
u_000133,casual_browser,49,mid,occasional,4.7,6.2,0.39,free,0.2316,25.9,67.0,Melissa Owens,nbailey@example.net,zh_SG,Papua New Guinea
u_000134,enterprise_user,42,mid,daily,6.3,1.0,0.549,premium,0.0456,61.7,87.0,Kristen Wells,alexander51@example.org,tk_TM,Turkey
u_000135,early_adopter,18,high,weekly,8.6,5.1,0.988,premium,0.1018,80.5,65.5,Lynn Holland,owilson@example.net,gv_GB,Senegal
u_000136,power_user,24,high,daily,7.4,4.5,0.641,premium,0.1857,100.0,49.5,David Williams,xhernandez@example.org,nan_TW,French Polynesia
u_000137,power_user,29,high,occasional,7.5,5.1,0.827,premium,0.0735,91.5,66.1,Jonathan Torres,colonkenneth@example.com,nn_NO,Jordan
u_000138,early_adopter,35,high,daily,8.9,3.3,0.914,premium,0.1294,81.8,100.0,Lauren Lindsey,catherinewhite@example.net,ber_DZ,Bangladesh
u_000139,price_sensitive,24,low,weekly,3.5,8.3,0.153,free,0.3246,41.4,45.5,Christopher Sullivan,thomasmooney@example.org,mk_MK,Brunei Darussalam
u_000140,price_sensitive,36,low,occasional,4.8,8.1,0.284,free,0.4545,24.1,66.1,Jill Bean,xpalmer@example.org,se_NO,Tokelau
u_000141,casual_browser,22,mid,weekly,4.8,8.1,0.384,free,0.2121,62.3,33.7,John Williams,dylan66@example.net,gez_ER,Swaziland
u_000142,casual_browser,48,mid,weekly,6.9,4.4,0.493,free,0.1807,40.8,67.7,Nichole Zimmerman,susan92@example.org,eu_FR,Israel
u_000143,power_user,29,mid,daily,8.6,3.9,0.742,premium,0.1109,76.3,76.6,Amy Gordon,jim95@example.net,te_IN,Dominica
u_000144,power_user,30,high,daily,7.0,3.4,0.938,premium,0.0997,85.6,75.8,William Jenkins,stanleyjohn@example.net,km_KH,United States Minor Outlying Islands
u_000145,price_sensitive,33,mid,daily,2.7,8.3,0.266,basic,0.4439,51.3,40.3,Kayla Brown,darrellarmstrong@example.org,pt_PT,Cuba
u_000146,early_adopter,27,mid,weekly,8.9,7.2,0.82,premium,0.0923,87.9,94.3,Melissa Morris,bbarnett@example.org,af_ZA,Seychelles
u_000147,casual_browser,40,mid,occasional,3.0,1.0,0.25,premium,0.3157,33.2,48.7,Justin Ryan,nancyballard@example.com,pa_PK,Papua New Guinea
u_000148,price_sensitive,45,low,weekly,8.4,7.9,0.232,free,0.3338,51.4,65.4,Natalie Joseph,richard99@example.com,an_ES,Falkland Islands (Malvinas)
u_000149,early_adopter,30,mid,daily,8.8,5.0,0.952,basic,0.1517,84.8,86.4,Monica Proctor,farmeranthony@example.org,nn_NO,Philippines
u_000150,casual_browser,42,mid,occasional,7.6,4.9,0.302,free,0.2887,49.5,44.5,Jeffrey Lawrence,lreid@example.org,wae_CH,Antigua and Barbuda
u_000151,enterprise_user,48,mid,weekly,8.9,1.6,0.716,premium,0.0972,51.6,66.7,Hannah Hunter,howardcox@example.net,ss_ZA,Belize
u_000152,price_sensitive,18,low,occasional,3.0,7.7,0.239,free,0.328,44.4,67.3,Daisy Brown,lhorne@example.net,pl_PL,Mauritania
u_000153,early_adopter,25,mid,daily,8.7,6.2,0.825,premium,0.1658,94.7,83.6,Cynthia Daniels,vcooper@example.org,ast_ES,Qatar
u_000154,casual_browser,45,mid,weekly,3.9,9.1,0.333,free,0.2292,43.9,74.3,Matthew Carroll,mccoyandre@example.org,zu_ZA,Chile
u_000155,enterprise_user,39,high,daily,7.0,1.0,0.59,basic,0.01,80.7,89.7,Elizabeth Gilbert DVM,davismaria@example.com,niu_NZ,Zimbabwe
u_000156,early_adopter,28,high,weekly,8.4,4.9,0.791,premium,0.1057,83.3,87.1,Samuel Rivera,taylorbrittany@example.org,my_MM,Brunei Darussalam
u_000157,power_user,23,mid,daily,8.2,3.8,0.663,premium,0.0443,73.4,70.4,Stephanie Li,james27@example.net,oc_FR,Turkmenistan
u_000158,enterprise_user,40,mid,weekly,7.5,3.4,0.386,premium,0.0956,98.4,63.4,Terri Henderson,nicholas12@example.com,rw_RW,Denmark
u_000159,price_sensitive,42,low,daily,4.1,7.8,0.303,free,0.3387,69.3,76.9,William Silva,zwilson@example.org,fur_IT,Cocos (Keeling) Islands
u_000160,casual_browser,25,low,occasional,3.8,8.1,0.238,free,0.2322,32.8,66.3,Nicholas Diaz,hernandezanthony@example.net,crh_UA,Romania
u_000161,power_user,33,high,daily,8.3,3.4,0.783,premium,0.0603,81.9,74.7,Michael White,chambersmarie@example.org,mr_IN,Malta
u_000162,early_adopter,23,mid,weekly,9.3,2.3,0.746,basic,0.1421,81.5,85.1,Mary Wallace MD,nmoore@example.net,ar_SD,Belgium
u_000163,casual_browser,36,mid,weekly,2.7,3.8,0.236,free,0.176,16.7,56.1,Christina Merritt,smithmichael@example.org,gl_ES,Aruba
u_000164,power_user,28,high,daily,6.0,2.8,0.65,premium,0.0512,67.3,72.4,Mary Hill,danielhernandez@example.com,pt_BR,Cayman Islands
u_000165,casual_browser,45,high,daily,3.4,8.8,0.251,free,0.1479,31.2,54.3,Sandy Arnold,christopher96@example.org,nds_NL,Christmas Island
u_000166,casual_browser,19,high,occasional,2.4,3.0,0.481,free,0.287,28.8,47.4,Victoria Keller,kjohnson@example.net,gez_ER,Maldives
u_000167,casual_browser,24,high,weekly,1.2,4.9,0.203,free,0.2553,44.3,37.5,Gary Green,julie44@example.org,kl_GL,Indonesia
u_000168,price_sensitive,19,low,weekly,6.4,8.9,0.159,basic,0.3078,69.2,56.8,Laura Mclaughlin,umosley@example.org,nds_NL,Bulgaria
u_000169,casual_browser,55,low,occasional,9.2,4.8,0.134,basic,0.1947,36.9,51.2,Jeremy Norton,campbellerika@example.com,kw_GB,Gibraltar
u_000170,casual_browser,58,mid,occasional,4.2,9.4,0.202,free,0.1291,40.5,54.4,Mark Watts,nelsondavid@example.com,unm_US,Bulgaria
u_000171,power_user,35,high,daily,7.8,2.8,0.799,premium,0.01,91.9,80.9,Henry Rivera,smithmonica@example.com,dv_MV,Netherlands
u_000172,price_sensitive,25,mid,daily,4.0,9.2,0.129,basic,0.5847,32.9,40.1,Isabella Turner,dhaynes@example.org,st_ZA,British Indian Ocean Territory (Chagos Archipelago)
u_000173,enterprise_user,32,high,daily,7.1,2.8,0.678,premium,0.0832,58.3,62.2,Crystal Brock,lisalarson@example.com,be_BY,India
u_000174,enterprise_user,44,high,daily,5.1,3.8,0.424,premium,0.0458,57.6,86.5,Erin Day,josephmary@example.org,tl_PH,Guinea
u_000175,enterprise_user,43,mid,daily,6.9,1.1,0.548,premium,0.0874,66.4,61.9,Carla Andrews,ortegajohn@example.net,en_IN,Belarus
u_000176,power_user,31,mid,weekly,7.8,3.6,0.649,basic,0.01,58.2,74.7,Seth Reese,masonjackson@example.net,tr_CY,Marshall Islands
u_000177,casual_browser,53,high,occasional,2.2,4.7,0.162,basic,0.1635,52.9,56.5,Frank Moreno,troth@example.com,tg_TJ,Latvia
